번호,총량지점명,일자,수온(℃),수소이온농도(pH),전기전도도(㎛hos/㎝),용존산소(㎎/L),BOD(㎎/L),COD(㎎/L),부유물질(㎎/L),총질소(T-N)(㎎/L),총인(T-P)(㎎/L),총유기탄소(TOC)(㎎/L),유량(㎥/s)
4739,무심A,2012.10.08,20.3,8.6,239,13.9,1.5,7.2,3.8,2.663,0.059,3.1,2.576
4740,무심A,2012.10.16,18.7,8.2,248,15.7,1.2,4.2,3.9,2.492,0.056,3.4,2.222
4741,무심A,2012.10.22,16.7,7.6,217,7.2,6.8,29.6,288,4.67,0.744,5.5,31.12
4742,무심A,2012.10.31,12.2,7.6,283,14.3,0.9,4.6,2.5,2.37,0.057,2.9,2.308
4743,무심A,2012.11.06,11.4,8,307,14.1,1.5,5.3,2.7,2.375,0.047,2.4,2.759
4744,무심A,2012.11.14,9.5,8,216,12.8,2,4.8,8,2.38,0.082,3.8,3.768
4745,무심A,2012.11.19,8.7,8.2,265,14.8,1.6,5,2.6,2.306,0.054,3,3.264
4746,무심A,2012.11.26,8.6,8.6,230,14,1.3,4.7,5,2.313,0.054,2.5,3.565
4747,무심A,2012.12.05,5.8,8.6,236,16.2,1.2,5.3,1.7,2.452,0.074,2.9,3.107
4748,무심A,2012.12.10,2.9,8.2,259,15.7,1.2,4.5,3.9,2.464,0.037,2.4,2.448
4749,무심A,2013.01.15,0.4,7.6,281,15.2,1,3.2,2.4,2.966,0.049,1.9,1.391
4750,무심A,2013.01.21,2.6,7.5,413,11.6,23.1,52.5,380.9,7.033,1.006,12.3,8.982
4751,무심A,2013.01.30,3,7.5,264,13.7,1.7,4.1,5.4,3.087,0.056,3.8,1.853
4752,무심A,2013.02.05,2.1,7.6,362,13.8,2.2,6,11.2,3.523,0.081,5.4,3.399
4753,무심A,2013.02.19,3.7,7.7,256,14.7,1.7,4.7,19.4,3.025,0.087,4.5,1.803
4754,무심A,2013.02.25,5.8,8.4,262,14.7,1.7,4.9,9.4,2.943,0.07,5.4,1.96
4755,무심A,2013.03.04,4.4,7.9,268,14.2,1.7,5.5,14.5,2.754,0.056,5.4,2.732
4756,무심A,2013.03.13,8.5,7.5,235,10.2,5.9,12.2,70,3.989,0.323,7.9,5.833
4757,무심A,2013.03.19,9.9,7.8,244,12.4,2.9,6.3,15.7,2.981,0.104,5.9,3.457
4758,무심A,2013.03.25,8.8,8,239,14,1.2,4.6,3.6,2.711,0.068,4.6,2.842
4759,무심A,2013.04.03,10.6,8.2,252,13.8,2,5.6,10.4,2.952,0.106,5.1,2.326
4760,무심A,2013.04.09,11.1,8.1,249,12.4,3.1,6.7,13.8,3.071,0.098,5.4,2.511
4761,무심A,2013.04.15,9.6,8,246,13.7,1.9,5.4,7.1,2.392,0.075,5.4,2.295
4762,무심A,2013.04.23,12.7,8.1,215,11.2,2.4,6,22.4,1.989,0.129,4.9,2.034
4763,무심A,2013.04.30,16.1,7.8,220,10.5,3.3,7.2,27.1,2.899,0.157,5.7,5.986
4764,무심A,2013.05.06,16.7,7.8,198,9.8,1.6,5.7,30.9,1.852,0.08,4.7,2.591
4765,무심A,2013.05.14,20.1,7.7,198,12.1,2.5,6.8,13.8,2.134,0.108,6.7,4.043
4766,무심A,2013.05.20,16.4,7.6,201,10,4,7.2,19.8,2.971,0.141,6,5.363
4767,무심A,2013.05.29,18.7,7.5,222,9.1,4.6,10,40.3,2.823,0.078,9,7.636
4768,무심A,2013.06.03,23.1,7.7,189,9.4,2.1,7.1,83.5,1.899,0.053,5.3,5.924
4769,무심A,2013.06.11,25.6,8.5,191,10.1,1.7,5.8,16.7,1.755,0.058,4.9,4.533
4770,무심A,2013.06.17,26.1,8.3,172,9.1,1.9,5.5,16.3,1.65,0.056,4.1,4.145
4771,무심A,2013.06.26,26.5,7.7,189,7.8,3.2,7.4,24.6,2.021,0.087,6,14.692
4772,무심A,2013.07.01,28.1,8.4,257,9.3,2.7,6.2,10.3,1.846,0.087,5.9,3.083
4773,무심A,2013.07.10,27.3,7.9,232,8.8,1.4,4.8,7,2.777,0.082,4.4,4.578
4774,무심A,2013.07.16,28.7,7.9,225,8.1,1.2,4.9,13.6,2.103,0.127,4.8,4.544
4775,무심A,2013.07.22,30.2,8.7,251,12.5,1.3,4.7,4.9,2.02,0.086,4.7,3.07
4776,무심A,2013.08.07,28.3,7.7,201,8.1,1.7,5.4,13.3,2.265,0.189,4.7,7.69
4777,무심A,2013.08.20,31.6,9,189,10.8,2,4.4,5.4,1.162,0.067,3.9,4.942
4778,무심A,2013.08.26,29.6,8.8,245,11.6,1.8,4.7,5.7,1.498,0.112,4.1,2.622
4779,무심A,2013.09.04,27.4,8.5,185,10.3,1.4,4.3,4.4,1.189,0.054,3,6.728
4780,무심A,2013.09.10,24.8,8.5,180,10,1.6,4.2,5.1,1.168,0.135,3.4,6.264
4781,무심A,2013.09.23,24.7,8.7,257,15.9,1.6,4,4,1.55,0.139,3.1,3.036
4782,무심A,2013.10.08,21.6,7.9,296,9.7,1.3,4.2,7.7,1.64,0.108,3,7.923
4783,무심A,2013.10.16,16.7,7.7,316,12.3,2,4.6,10.2,2.847,0.182,4.2,1.528
4784,무심A,2013.10.22,18.6,8.3,305,14.1,1.5,4.1,3.9,2.374,0.104,2.8,0.765
4785,무심A,2013.10.28,15.3,8.3,325,13.9,1.4,3.5,5,1.868,0.089,2.9,1.216
4786,무심A,2013.11.06,13.5,7.4,252,11.3,1.6,4.3,5,2.145,0.14,3,2.015
4787,무심A,2013.11.12,8.4,7.5,311,14,1.3,4.2,5.3,2.182,0.076,3.4,1.53
4788,무심A,2013.11.18,7.8,7.5,336,14.5,1.5,4.3,4.7,2.282,0.073,3.8,2.023
4789,무심A,2013.11.27,5.2,7.4,357,12,2.6,7.3,24.3,3.383,0.228,5.3,3.672
4790,무심A1,2011.07.05,22.5,7.5,172,9.8,1,5.2,18.4,3.607,0.163,3.25,7.166
4791,무심A1,2011.07.19,26,7.6,189,11.6,0.7,4.8,18,2.69,0.155,2.88,5.272
4792,무심A1,2011.07.26,24.1,7.4,169,8.6,1.2,5.1,29.4,2.941,0.18,2.82,8.068
4793,무심A1,2011.08.02,25.2,7.3,180,8,1.5,5.6,26.8,2.494,0.205,3.2,7.267
4794,무심A1,2011.08.17,23.2,7.2,161,9.4,2,6.4,50.3,2.883,0.266,3.7,14.868
4795,무심A1,2011.08.23,22,7.4,188,10.7,1.1,3.7,11.6,2.476,0.105,2.5,4.853
4796,무심A1,2011.08.30,26.8,8.1,224,11.4,2.1,4.7,12.3,1.834,0.104,3.3,4.815
4797,무심A1,2011.09.20,20.4,7.8,233,10,1,2.8,20.1,2.448,0.123,2.9,2.781
4798,무심A1,2011.09.27,20.4,7.8,254,11.7,1,3.6,10.2,2.071,0.088,3.6,2.161
4799,무심A1,2011.10.05,17.8,7.6,260,11.2,1.1,3.1,10.1,2.113,0.096,3.4,2.413
4800,무심A1,2011.10.11,16.4,8.1,274,9.9,1.5,4.7,78,2.761,0.199,4.3,2.965
4801,무심A1,2011.10.19,13.5,7.7,268,11.6,0.9,3,10.6,3.174,0.091,4.1,3.342
4802,무심A1,2011.10.25,13.3,7.9,252,12.2,1.2,3.3,8.5,2.336,0.094,3.7,3.533
4803,무심A1,2011.11.01,13.7,6.5,268,11.7,0.7,5.4,7.5,2.096,0.073,3.7,1.491
4804,무심A1,2011.11.08,16,7.5,272,10.2,1.2,4,7.5,2.124,0.1,3.9,1.813
4805,무심A1,2011.11.15,9.2,7.4,290,14.4,1,4.2,1.7,2.414,0.07,4,1.671
4806,무심A1,2011.11.22,6.4,7.8,301,15.4,0.6,3,1.3,2.468,0.073,3.8,1.586
4807,무심A1,2011.11.29,10.3,7.5,287,17.3,0.8,3.3,4.6,3.206,0.085,3.3,1.511
4808,무심A1,2011.12.06,6.4,7.7,243,14.8,0.9,3.5,4.6,2.986,0.078,3.8,2.077
4809,무심A1,2011.12.13,16.1,7.7,261,13.3,0.6,2.5,3.1,2.853,0.063,3.2,2.021
4810,무심A1,2012.01.10,1.7,7.6,271,14.9,0.7,2.9,2,2.958,0.055,4.3,0.663
4811,무심A1,2012.01.31,1.3,6.4,274,15.5,0.9,3.4,2,3.696,0.076,1.2,0.38
4812,무심A1,2012.02.07,1,7.6,275,16.2,1.2,3.4,2.1,3.247,0.071,1.3,0.626
4813,무심A1,2012.02.14,2.8,8.2,270,14.4,1.2,3.2,1.9,3.073,0.067,1.9,0.506
4814,무심A1,2012.02.21,2.5,7.4,270,16.6,1.6,4.4,3.7,2.967,0.059,2,0.41
4815,무심A1,2012.02.28,3.2,8.2,250,14.1,1.5,4.2,3.4,2.838,0.066,2.3,0.418
4816,무심A1,2012.03.06,6,7.8,317,12.7,2.9,7.6,11,2.736,0.117,4.5,0.932
4817,무심A1,2012.03.13,5,8,268,14.1,1.6,4.5,2.8,2.591,0.066,2.4,0.436
4818,무심A1,2012.03.20,6.6,8.2,269,13.2,2,5.3,5.9,2.507,0.089,3.7,0.424
4819,무심A1,2012.04.03,9,7.7,186,11.6,5.9,14.2,161,4.97,0.447,6.6,12.417
4820,무심A1,2012.04.10,13.6,8.2,209,11.4,2.1,5,9.5,3.354,0.102,2.6,1.187
4821,무심A1,2012.04.17,14.5,8,233,11.3,2.1,5.1,13.4,2.435,0.086,3.3,0.774
4822,무심A1,2012.04.24,16.8,8.6,214,11.5,2.4,5.8,12.5,3.071,0.119,3.5,0.924
4823,무심A1,2012.05.08,20.6,8.8,238,12.8,7,9.1,31.5,1.475,0.169,5.1,0.303
4824,무심A1,2012.05.14,19,7.5,254,8.3,7.8,10.1,44,1.709,0.243,9.4,0.234
4825,무심A1,2012.05.23,24,7.3,308,8.9,3,10.1,12.1,2.523,0.124,9.1,0.14
4826,무심A1,2012.05.30,21.5,7.5,312,8.7,4.1,8.7,15.6,1.523,0.134,7.9,0.114
4827,무심A1,2012.06.11,25.2,7.7,313,10.1,5.9,11.5,22.8,1.155,1.156,7.2,0.293
4828,무심A1,2012.06.20,24.4,7.7,248,6.9,4.7,14.2,46.5,2.351,0.262,7,1.181
4829,무심A1,2012.06.26,23.5,7.8,295,8,3.3,10.5,31,1.292,0.196,3.6,0.258
4830,무심A1,2012.07.03,25.4,7.7,259,6.9,2.4,7.7,16.4,1.278,0.15,5.3,0.684
4831,무심A1,2012.07.09,25.8,7.7,236,8.2,1.6,6.3,24.4,3.373,0.156,3.8,1.415
4832,무심A1,2012.07.18,23.5,7.7,214,8.7,1.6,5.8,36.9,1.817,0.134,3.7,2.194
4833,무심A1,2012.07.24,27.4,7.6,235,8.3,1.7,5.3,14.6,2.223,0.122,3.2,0.912
4834,무심A1,2012.08.06,33,8,296,10.8,5.5,11.4,27.7,0.76,0.193,6.8,0.064
4835,무심A1,2012.08.22,23,7.7,147,8,2.7,9,97.3,2.304,0.337,5.8,25.791
4836,무심A1,2012.08.27,26,7.8,201,8.1,1,4.9,6.5,2.121,0.07,3.4,3.955
4837,무심A1,2012.09.03,24.6,7.7,188,9.7,1,4.4,6.7,2.539,0.084,3.8,3.575
4838,무심A1,2012.09.11,23.2,8,188,6.4,0.9,4.1,5.9,2.724,0.071,2.4,4.753
4839,무심A1,2012.09.20,21.2,7.8,175,11.4,1,4.8,6.6,2.462,0.086,2.7,4.284
4840,무심A1,2012.09.25,22.3,8,202,11,0.9,4.9,6.1,2.607,0.096,2.6,1.904
4841,무심A1,2012.10.08,19.5,8.1,240,10.1,1,5.2,6.3,2.388,0.06,4.3,1.06
4842,무심A1,2012.10.16,15.1,7.5,255,10.5,1,4.3,3.6,2.415,0.062,2.5,0.66
4843,무심A1,2012.10.22,14.7,7.5,242,9.3,2,5.9,12.3,2.616,0.148,3.7,2.313
4844,무심A1,2012.10.31,11.4,7.4,256,10.8,0.8,4,3,2.34,0.056,2.3,1.264
4845,무심A1,2012.11.06,12.9,7.4,261,14.5,1.7,4.1,10.6,2.465,0.074,3.8,0.79
4846,무심A1,2012.11.14,8.6,7.8,249,12.3,1.3,6.7,5.6,2.311,0.065,6,1.579
4847,무심A1,2012.11.19,8.7,8,257,12.5,0.9,4.6,2.4,2.117,0.054,2,1.277
4848,무심A1,2012.11.26,7.5,8.1,275,13.5,0.8,3.7,3,2.47,0.064,2,0.993
4849,무심A1,2012.12.05,4.6,8.4,283,14.9,1,4.7,2.6,2.706,0.024,3,0.832
4850,무심A1,2012.12.10,1.2,7.7,291,15.3,0.8,4,2.9,2.564,0.035,1.6,0.821
4851,무심A1,2013.01.15,0.6,7.6,265,15.1,0.9,3,2.1,2.964,0.054,1.2,0.828
4852,무심A1,2013.01.21,1.3,7.8,283,13.9,3.7,6.4,27.3,3.085,0.16,6.1,3.399
4853,무심A1,2013.01.30,2.8,7.8,246,14.5,0.9,3.6,6.6,3.288,0.049,3.3,1.324
4854,무심A1,2013.02.05,2.4,7.6,252,13.3,3.1,7.9,8.9,11.708,0.089,7.8,2.318
4855,무심A1,2013.02.19,3.6,7.9,246,14.1,1.4,3.9,5.6,3.201,0.089,3.9,1.083
4856,무심A1,2013.02.26,4.4,8,254,15,1.8,4.5,2.4,3.103,0.072,4.5,0.955
4857,무심A1,2013.03.04,5.8,8,255,13.3,2,5.2,6.6,2.901,0.072,5,0.618
4858,무심A1,2013.03.13,8.6,7.7,239,10.6,5.5,7.8,29,3.138,0.196,7.1,1.652
4859,무심A1,2013.03.19,11.1,7.9,221,11.4,3.2,6.5,16.9,3.215,0.142,5.9,1.407
4860,무심A1,2013.03.25,9.5,8.2,222,13.3,1.5,3.9,7.6,2.985,0.089,3.8,1.078
4861,무심A1,2013.04.03,12.3,8.1,244,13.6,2,6.6,7,3.116,0.108,5.1,1.016
4862,무심A1,2013.04.09,11.1,8.2,225,13.6,2.1,6.1,10.8,3.897,0.142,5.1,1.022
4863,무심A1,2013.04.15,9.3,7.8,231,13,2.3,6,9.3,2.576,0.105,5.2,0.892
4864,무심A1,2013.04.23,13.6,7.8,243,11.9,2.6,5.8,14.8,2.499,0.115,5,0.652
4865,무심A1,2013.04.30,13.5,7.5,224,10.8,2.9,6.9,32.9,3.182,0.196,5.3,1.145
4866,무심A1,2013.05.06,18.5,7.9,230,11.8,1.9,5.7,13.4,2,0.122,4.7,0.76
4867,무심A1,2013.05.14,22.6,8.3,249,13.3,4.6,8.8,20.3,2.134,0.146,6.6,0.368
4868,무심A1,2013.05.20,18.3,7.4,263,9.2,6.6,11.4,24.3,4.25,0.248,10.6,0.763
4869,무심A1,2013.05.29,18.6,7.3,240,7.9,7.4,13.6,37.3,2.989,0.081,12.7,2.222
4870,무심A1,2013.06.03,23.7,7.3,269,8.2,3,8.4,11.9,1.888,0.067,8.4,0.364
4871,무심A1,2013.06.11,25.5,7.9,282,11.4,5.3,11.3,15.3,1.297,0.076,10.1,0.236
4872,무심A1,2013.06.17,26.3,8.6,271,15.4,6.5,13.5,27.3,1.138,0.115,10.4,0.356
4873,무심A1,2013.06.26,24.1,7.6,193,8.4,3.4,10.3,38,2.386,0.152,7.6,4.757
4874,무심A1,2013.07.01,28.6,8.4,236,10.7,2.5,5.8,10,1.55,0.086,5.7,1.518
4875,무심A1,2013.07.10,25.5,7.9,210,8.8,1.3,4.3,11.3,2.856,0.082,4.1,2.826
4876,무심A1,2013.07.16,26.5,8,202,9.7,1.2,4.5,16.3,2.244,0.096,4.4,2.777
4877,무심A1,2013.07.22,29.1,8.2,231,9,4.3,7.7,4,2.326,0.069,5,0.516
4878,무심A1,2013.08.07,25.8,7.6,180,8.3,1.7,5.6,33.5,2.283,0.148,4.8,3.481
4879,무심A1,2013.08.20,28.9,8.1,246,12,3.8,7.7,17,0.534,0.077,6.4,0.721
4880,무심A1,2013.08.26,26.4,7.8,236,8.8,1.1,4.7,9.5,1.828,0.112,4.1,1.315
4881,무심A1,2013.09.04,23,8,252,9.3,1.7,4.7,9,1.382,0.084,3.5,1.1
4882,무심A1,2013.09.10,22.6,7.3,277,8.8,1.6,4.3,8.8,1.154,0.075,3.4,0.515
4883,무심A1,2013.09.23,22.5,7.5,257,9.4,1.3,3.9,5.5,2.903,0.074,3,0.965
4884,무심A1,2013.10.08,20.8,7.4,263,8.9,0.7,5.1,5.4,1.642,0.098,2.6,1.003
4885,무심A1,2013.10.16,14.6,7.6,268,11.3,0.6,4.5,5.4,2.102,0.107,2.7,0.747
4886,무심A1,2013.10.22,15.8,7.5,269,11,0.7,3.2,2.9,1.86,0.075,2.1,0.733
4887,무심A1,2013.10.28,12.4,7.5,268,12,1.3,2.6,1.1,2.02,0.076,2.1,0.797
4888,무심A1,2013.11.06,12.1,7.5,281,10.4,0.8,2.9,2.6,1.9,0.107,2.4,0.656
4889,무심A1,2013.11.12,7.6,7.7,298,12.9,1,3,0.4,2.02,0.075,2.2,0.574
4890,무심A1,2013.11.18,7.1,7.6,307,13.3,0.9,2.6,2.5,2.351,0.083,2.6,0.596
4891,무심A1,2013.11.27,5.1,7.6,270,12.4,1.7,3.8,6.4,4.71,0.156,2.9,0.635
4892,미호A,2008.12.02,6,7.6,551,13.3,2.1,4.9,5,8.664,0.126,3.77,2.033
4893,미호A,2008.12.09,3,7.5,576,13.7,1.5,4.5,3.9,7.622,0.1,3.21,2.033
4894,미호A,2008.12.16,2,7.8,433,12.8,1.2,4.2,2.1,7.963,0.087,3.01,0.696
4895,미호A,2009.01.06,1,7.7,537,16.6,1.5,4.3,3.5,7.522,0.135,2.8,1.392
4896,미호A,2009.01.13,1,7.7,596,12,1.7,4.8,3.1,6.421,0.109,3,2.036
4897,미호A,2009.02.03,4,7.7,520,14.6,2,5.3,5.7,7.608,0.12,3.6,2.069
4898,미호A,2009.02.10,4,7.9,546,13.2,2,6.1,4.8,7.016,0.146,3.6,1.961
4899,미호A,2009.02.17,2,7.4,477,13.9,3.8,9.1,22.5,7.202,0.266,6,2.053
4900,미호A,2009.02.24,5,7.4,567,13.1,2.2,5.7,10.1,7.464,0.169,3.7,2.364
4901,미호A,2009.03.03,6,7.8,572,12.6,2.1,6.7,14.6,7.224,0.125,3.4,1.891
4902,미호A,2009.03.10,8,7.7,542,11.8,2.3,5.9,10.5,7.222,0.139,4,1.689
4903,미호A,2009.03.17,9,7.6,430,11.7,2.9,8.2,38,7.182,0.163,5.4,1.784
4904,미호A,2009.03.24,12,7.8,584,11.2,2.7,7.2,9.3,6.722,0.14,4.5,1.996
4905,미호A,2009.03.31,10,8.4,502,12.6,2.9,7.6,13.5,7.28,0.118,4.9,1.814
4906,미호A,2009.04.07,12,8.4,459,11.4,3.9,8.4,13,6.324,0.105,5.2,1.071
4907,미호A,2009.04.14,16,8.2,526,11.2,3.9,8.7,24.8,5.954,0.193,4.8,0.045
4908,미호A,2009.04.21,14,7.8,493,10.5,4.1,8,25.5,5.092,0.131,4,0.064
4909,미호A,2009.04.28,14,8.5,471,9.5,4.1,6.5,13.3,4.368,0.077,3.8,0.04
4910,미호A,2009.05.12,18,7.6,443,6.8,5.1,7.9,25.8,5.7,0.194,4.4,0.095
4911,미호A,2009.05.19,16,7.3,233,7.9,5,9.7,58,3.052,0.254,6.1,1.949
4912,미호A,2009.05.26,19,7.2,313,9.3,2.7,6.9,14.2,5.42,0.112,4.4,0.211
4913,미호A,2009.06.02,21,7.8,289,8.9,4,6.4,12.6,4.98,0.099,3.3,0.099
4914,미호A,2009.06.09,20,9.4,228,11.7,6.6,8.9,17.5,4.98,0.118,5.6,0.109
4915,미호A,2009.06.16,26,8.9,205,13.1,6.9,10.6,17.5,3.592,0.066,6.3,0.791
4916,미호A,2009.06.23,25,7.9,368,8.8,4.5,8.7,14.8,4.893,0.088,5.8,0.122
4917,미호A,2009.06.30,26,7.2,185,7.6,4.1,10,57,5.397,0.229,5.8,7.89
4918,미호A,2009.07.07,26,8.6,319,10.5,4,8.8,26.7,7.886,0.145,5.1,3.924
4919,미호A,2009.07.14,23,7.3,154,10.9,2.4,5.3,48.7,5.724,0.137,3,57.475
4920,미호A,2009.07.21,24,7.3,170,8.1,3,7.6,146,7.431,0.208,3.9,76.739
4921,미호A,2009.08.11,26,7.4,170,7.8,2.7,6.6,19,3.179,0.111,3.8,0.374
4922,미호A,2009.08.18,26,8,243,9.6,3.3,6.7,12.6,3.103,0.108,3.7,1.558
4923,미호A,2009.08.25,25,7.5,227,6.5,3.5,6.3,12.4,1.631,0.096,3.5,0.174
4924,미호A,2009.09.08,24,7.7,205,8.4,2.6,5.5,10.1,4.713,0.103,2.5,2.748
4925,미호A,2009.09.15,21,7.8,261,9,2.3,5.2,8,4.391,0.12,2.8,0.129
4926,미호A,2009.09.22,21,7.6,386,10.1,2.2,6.7,13.3,2.554,0.139,2.5,3.23
4927,미호A,2009.10.06,18,7.8,410,10.3,1.2,3.7,10.6,4.069,0.131,1.9,2.303
4928,미호A,2009.10.13,16,7.9,489,12,1.2,4.4,10.1,5.735,0.115,2.2,2.004
4929,미호A,2009.10.20,14,8,392,11.6,1.3,4.8,11.4,3.492,0.141,2.8,2.412
4930,미호A,2009.10.26,15,8,506,10.8,1,3.5,4.8,4.208,0.095,2,1.849
4931,미호A,2009.11.03,9,7.3,383,10.3,2.3,6.1,9.6,3.75,0.164,3.9,2.441
4932,미호A,2009.11.10,15,7.5,350,8.3,2.9,8.4,24.2,6.892,0.235,4.8,3.233
4933,미호A,2009.11.17,6,8,471,12.4,1.4,4.2,4.3,3.155,0.109,2.2,1.655
4934,미호A,2009.12.01,7,7.1,568,12.5,2.6,4.6,3.1,6.497,0.113,3.5,2.55
4935,미호A,2009.12.15,3,7.6,458,14.6,1.8,5.1,2.6,6.851,0.132,2.4,2.151
4936,미호A,2009.12.22,0,7.6,587,13.7,3.2,3.9,2.1,6.527,0.152,2.5,2.171
4937,미호A,2010.01.12,0,7.6,633,14.4,2.1,4.9,2.9,6.68,0.164,3.4,1.016
4938,미호A,2010.01.19,0,7.4,642,13.3,2.5,5.1,6.7,4.878,0.176,3.9,1.688
4939,미호A,2010.01.26,1,7.3,470,15.1,2.3,5.3,4.9,7.154,0.177,3.7,2.803
4940,미호A,2010.02.02,0,7.7,530,14.8,1.6,5.3,5.6,9.02,0.163,3,1.832
4941,미호A,2010.02.17,2,7.1,268,13.7,2.1,5.9,7.4,8.708,0.163,4.4,2.233
4942,미호A,2010.02.23,4,7.1,478,13.1,3,6.4,12.6,9.223,0.266,4.4,4.715
4943,미호A,2010.03.08,6,8,280,13.6,2.6,4.9,9.5,4.179,0.106,3.3,9.305
4944,미호A,2010.03.16,6,7.8,236,13.4,2.7,6.2,45.2,5.831,0.2,4.3,21.489
4945,미호A,2010.03.23,6,7.8,222,13.6,1.9,4.7,14,5.201,0.088,2.7,8.124
4946,미호A,2010.03.30,9,7.4,330,12.4,2.4,4.8,12.4,5.098,0.139,3.6,5.972
4947,미호A,2010.04.06,12,7.5,282,11.3,2,5,8.1,3.746,0.118,3.3,5.416
4948,미호A,2010.04.13,12,8,246,10.2,2.3,5.4,11.6,6.779,0.084,2.8,7.039
4949,미호A,2010.04.20,17,8.3,324,13.3,3,7.4,11.4,6.448,0.079,4.1,0.193
4950,미호A,2010.04.27,13,7.6,267,9.6,5,8.3,101,10.287,0.338,4.5,32.357
4951,미호A,2010.05.04,18,7.5,257,9.9,3.4,5.8,9,3.272,0.112,3.4,0.627
4952,미호A,2010.05.11,17,8.4,253,10.8,3.9,7.4,16.3,5.02,0.103,4,1.598
4953,미호A,2010.05.18,20,7.7,253,8.5,5.8,11.9,63.7,7.589,0.223,4.7,27.713
4954,미호A,2010.05.25,16,7.5,213,9.5,4.6,8.5,48.7,8.51,0.26,5.3,18.192
4955,미호A,2010.06.08,23,7.6,255,7.9,3,6.4,16.4,5.087,0.106,1.9,2.459
4956,미호A,2010.06.15,24,8.3,252,8.5,3.5,7.7,16.4,5.027,0.125,3.4,2.367
4957,미호A,2010.06.22,25,7.6,229,7.2,3.4,9.1,34.3,3.956,0.214,3.5,2.92
4958,미호A,2010.06.29,22,7.2,199,8.9,2.2,4.4,17.3,5.97,0.114,3.5,5.132
4959,미호A,2010.07.06,26,7.8,337,8.1,2.5,6.9,15.7,4.547,0.192,4.3,3.529
4960,미호A,2010.07.13,20,8,382,9.9,3.9,7.8,16.8,1.345,0.164,3.6,0.109
4961,미호A,2010.07.27,27,7.5,208,7.3,3.8,6.2,51.2,4.824,0.366,3.5,5.011
4962,미호A,2010.08.03,27,7.9,267,7.1,3.9,9.1,22.3,1.853,0.201,3,0.506
4963,미호A,2010.08.10,28,7.4,233,4.3,2.8,5.7,17.8,1.668,0.205,3.1,0.626
4964,미호A,2010.08.17,25,7.4,166,8.4,1.5,5.8,32.9,2.163,0.194,3.4,63.578
4965,미호A,2010.08.24,27,7.6,167,8.4,2.3,6.2,8.7,2.471,0.13,3,21.208
4966,미호A,2010.09.07,25,7.5,164,7.7,2.9,6.5,31.1,2.27,0.224,3.6,44.477
4967,미호A,2010.09.28,20,7.6,187,9.8,1.7,4.2,11.7,2.739,0.116,2.8,17.895
4968,미호A,2010.10.05,17,7.9,236,14.8,1.3,4.8,4.5,2.843,0.154,2.5,10.194
4969,미호A,2010.10.12,18,7.9,223,9.9,1.2,4.7,8.7,2.628,0.063,2.7,6.38
4970,미호A,2010.10.19,18,8.2,251,9.7,1.3,4.7,4.3,2.919,0.072,3.1,10.474
4971,미호A,2010.10.26,13,7.9,419,10.1,1.4,5,5.9,3.912,0.128,2.9,3.221
4972,미호A,2010.11.02,9,8.7,472,15.1,1.7,4.4,3.3,3.701,0.073,4,3.855
4973,미호A,2010.11.09,9,8.1,446,12.4,2.4,4.5,3.3,3.82,0.074,4.2,1.544
4974,미호A,2010.11.16,8,7.9,465,11.7,1.7,4.7,2.8,3.617,0.108,4.4,2.866
4975,미호A,2010.11.23,6,8,498,13.4,1.5,6,4.1,4.366,0.111,5.6,2.34
4976,미호A,2010.12.07,3,7.9,540,15.4,1.7,4.3,4.8,4.893,0.159,2.9,2.942
4977,미호A,2010.12.21,3,8.1,409,14.4,3.4,5.1,7.2,4.615,0.151,3.9,1.307
4978,미호A,2011.01.18,0,7.6,573,15.8,2.7,5.5,2.5,7.07,0.151,4.5,1.103
4979,미호A,2011.01.25,-1,7.6,570,14.6,2.5,5,2.8,6.244,0.141,3.6,2.56
4980,미호A,2011.02.08,0,7.5,407,15.5,2.4,4.8,3.5,6.679,0.16,3.4,0.807
4981,미호A,2011.02.15,0,7.5,571,14.7,2.5,5.5,4.1,8.747,0.142,4.5,2.245
4982,미호A,2011.02.22,3,8,481,16.2,3.1,6.5,7.3,9.243,0.149,4,2.108
4983,미호A,2011.03.08,5,7.7,460,17.2,2.1,5.2,6.6,4.882,0.161,3,4.244
4984,미호A,2011.03.15,8,8.1,546,12.2,2.2,6.1,8.7,5.086,0.156,3.3,1.059
4985,미호A,2011.03.22,9,7.8,420,11.9,4.4,8.2,28,4.832,0.258,5,4.127
4986,미호A,2011.03.29,8,7.9,439,12.4,2.9,7.3,37,4.443,0.175,3.8,2.734
4987,미호A,2011.04.05,11,8,496,11.7,3,6.8,14.6,3.802,0.166,4.1,2.795
4988,미호A,2011.04.12,12,8.1,381,11.2,3.4,7,11,3.435,0.141,4.2,0.174
4989,미호A,2011.04.19,14,9.2,425,11.7,8.8,13.3,30.5,3.37,0.192,5.6,0.17
4990,미호A,2011.04.26,13,7.9,335,10.2,3.8,7.9,25.7,3.269,0.187,4.5,0.224
4991,미호A,2011.05.03,16,7.5,200,9.9,2.1,6,20.6,3.518,0.146,4.4,18.407
4992,미호A,2011.05.11,16,9.2,126,10.7,20.6,35,3183.3,4.131,3.689,9.2,580.738
4993,미호A,2011.05.18,20,7.7,250,9.4,3.5,6.6,26.5,4.45,0.163,4.8,6.704
4994,미호A,2011.05.24,21,7.5,250,9,2.9,7.4,23.8,3.711,0.174,5.5,4.945
